文件号	测点增量	数据	标记	测量时间	坐标纬度	坐标经度	仪器号	测区号	操作员	方向	线距	点距	配谐	模式	预置场	采样间隔
0009	2	38901.133	0	2025-03-11 17:22:52	LA<N>: 17/10/51.3	LO<E>: 20/56/0.7	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	3	38184.531	0	2025-03-11 17:23:14	LA<N>: 17/10/51.2	LO<E>: 20/56/0.2	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	4	42615.461	0	2025-03-11 17:23:42	LA<N>: 17/10/51.1	LO<E>: 20/55/59.8	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	5	38307.754	0	2025-03-11 17:24:08	LA<N>: 17/10/51.1	LO<E>: 20/55/59.5	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	6	39250.156	0	2025-03-11 17:24:27	LA<N>: 17/10/51.0	LO<E>: 20/55/59.3	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	7	39848.402	0	2025-03-11 17:24:49	LA<N>: 17/10/51.1	LO<E>: 20/55/59.0	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	8	38426.301	0	2025-03-11 17:25:12	LA<N>: 17/10/51.2	LO<E>: 20/55/58.7	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	9	37720.398	0	2025-03-11 17:25:39	LA<N>: 17/10/51.3	LO<E>: 20/55/58.3	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	10	38429.855	0	2025-03-11 17:26:02	LA<N>: 17/10/51.2	LO<E>: 20/55/58.1	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	11	39734.434	0	2025-03-11 17:26:37	LA<N>: 17/10/51.2	LO<E>: 20/55/57.5	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	12	38437.184	0	2025-03-11 17:27:01	LA<N>: 17/10/51.3	LO<E>: 20/55/57.3	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	13	37834.293	0	2025-03-11 17:27:26	LA<N>: 17/10/51.2	LO<E>: 20/55/57.0	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	14	38690.922	0	2025-03-11 17:27:53	LA<N>: 17/10/51.3	LO<E>: 20/55/56.6	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	15	38652.910	0	2025-03-11 17:28:17	LA<N>: 17/10/51.3	LO<E>: 20/55/56.3	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	16	38082.824	0	2025-03-11 17:28:43	LA<N>: 17/10/51.4	LO<E>: 20/55/56.0	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	17	39495.246	0	2025-03-11 17:29:04	LA<N>: 17/10/51.4	LO<E>: 20/55/55.8	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	18	38425.914	0	2025-03-11 17:29:28	LA<N>: 17/10/51.3	LO<E>: 20/55/55.3	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	19	40540.008	0	2025-03-11 17:29:50	LA<N>: 17/10/51.1	LO<E>: 20/55/55.0	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	20	39022.527	0	2025-03-11 17:30:15	LA<N>: 17/10/51.2	LO<E>: 20/55/54.6	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	21	38901.387	0	2025-03-11 17:30:39	LA<N>: 17/10/51.2	LO<E>: 20/55/54.3	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	22	39452.844	0	2025-03-11 17:31:02	LA<N>: 17/10/51.3	LO<E>: 20/55/54.0	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	23	39963.785	0	2025-03-11 17:31:25	LA<N>: 17/10/51.3	LO<E>: 20/55/53.9	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	24	39613.586	0	2025-03-11 17:31:56	LA<N>: 17/10/51.3	LO<E>: 20/55/53.7	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	25	40667.934	0	2025-03-11 17:32:20	LA<N>: 17/10/51.2	LO<E>: 20/55/53.2	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	26	38907.402	0	2025-03-11 17:32:49	LA<N>: 17/10/51.4	LO<E>: 20/55/52.8	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	27	39358.496	0	2025-03-11 17:33:12	LA<N>: 17/10/51.2	LO<E>: 20/55/52.2	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	28	37366.977	0	2025-03-11 17:40:04	LA<N>: 17/10/52.0	LO<E>: 20/55/51.9	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	29	38650.418	0	2025-03-11 17:40:35	LA<N>: 17/10/51.9	LO<E>: 20/55/52.3	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	30	38543.270	0	2025-03-11 17:40:59	LA<N>: 17/10/51.9	LO<E>: 20/55/52.7	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	31	39936.207	0	2025-03-11 17:41:29	LA<N>: 17/10/52.1	LO<E>: 20/55/53.0	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	32	38657.027	0	2025-03-11 17:41:48	LA<N>: 17/10/52.0	LO<E>: 20/55/53.1	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	33	38089.965	0	2025-03-11 17:42:11	LA<N>: 17/10/52.0	LO<E>: 20/55/53.5	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	34	38316.746	0	2025-03-11 17:42:31	LA<N>: 17/10/52.1	LO<E>: 20/55/53.8	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	35	38446.961	0	2025-03-11 17:42:52	LA<N>: 17/10/52.0	LO<E>: 20/55/54.2	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	36	38085.160	0	2025-03-11 17:43:10	LA<N>: 17/10/52.1	LO<E>: 20/55/54.4	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	37	38911.355	0	2025-03-11 17:43:32	LA<N>: 17/10/52.3	LO<E>: 20/55/55.0	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	38	39026.746	0	2025-03-11 17:43:55	LA<N>: 17/10/52.2	LO<E>: 20/55/55.2	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	39	39478.906	0	2025-03-11 17:44:22	LA<N>: 17/10/52.0	LO<E>: 20/55/55.5	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	40	38201.539	0	2025-03-11 17:45:22	LA<N>: 17/10/52.0	LO<E>: 20/55/55.8	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	41	38321.480	0	2025-03-11 17:45:44	LA<N>: 17/10/52.0	LO<E>: 20/55/56.1	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	42	38776.641	0	2025-03-11 17:46:04	LA<N>: 17/10/51.8	LO<E>: 20/55/56.3	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	43	39139.164	0	2025-03-11 17:46:27	LA<N>: 17/10/51.8	LO<E>: 20/55/56.6	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	44	38544.949	0	2025-03-11 17:46:49	LA<N>: 17/10/51.9	LO<E>: 20/55/57.0	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	45	38676.066	0	2025-03-11 17:47:11	LA<N>: 17/10/51.8	LO<E>: 20/55/57.4	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	46	38426.301	0	2025-03-11 17:47:38	LA<N>: 17/10/51.8	LO<E>: 20/55/57.8	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	47	38561.988	0	2025-03-11 17:48:03	LA<N>: 17/10/51.8	LO<E>: 20/55/58.2	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	48	39244.031	0	2025-03-11 17:48:26	LA<N>: 17/10/52.0	LO<E>: 20/55/58.5	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	49	38416.977	0	2025-03-11 17:48:50	LA<N>: 17/10/51.9	LO<E>: 20/55/58.9	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	50	39604.703	0	2025-03-11 17:49:11	LA<N>: 17/10/51.9	LO<E>: 20/55/59.3	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	51	37493.805	0	2025-03-11 17:49:31	LA<N>: 17/10/52.1	LO<E>: 20/55/59.7	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	52	39137.047	0	2025-03-11 17:49:52	LA<N>: 17/10/52.1	LO<E>: 20/55/59.9	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	53	38536.598	0	2025-03-11 17:50:14	LA<N>: 17/10/52.2	LO<E>: 20/56/0.3	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	54	38765.023	0	2025-03-11 17:50:35	LA<N>: 17/10/52.1	LO<E>: 20/56/0.6	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	55	39733.398	0	2025-03-11 17:50:58	LA<N>: 17/10/52.0	LO<E>: 20/56/0.9	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	56	37824.359	0	2025-03-11 17:51:22	LA<N>: 17/10/52.1	LO<E>: 20/56/1.2	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	57	38785.121	0	2025-03-11 17:51:54	LA<N>: 17/10/52.1	LO<E>: 20/56/1.7	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	58	37842.148	0	2025-03-11 17:53:14	LA<N>: 17/10/52.8	LO<E>: 20/56/2.1	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	59	41254.316	0	2025-03-11 17:53:41	LA<N>: 17/10/52.7	LO<E>: 20/56/1.4	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	60	38776.449	0	2025-03-11 17:54:08	LA<N>: 17/10/52.7	LO<E>: 20/56/1.1	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	61	39354.008	0	2025-03-11 17:54:29	LA<N>: 17/10/52.6	LO<E>: 20/56/0.7	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	62	37617.871	0	2025-03-11 17:54:50	LA<N>: 17/10/52.8	LO<E>: 20/56/0.5	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	63	37705.215	0	2025-03-11 17:55:13	LA<N>: 17/10/52.9	LO<E>: 20/56/0.3	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	64	39952.754	0	2025-03-11 17:55:38	LA<N>: 17/10/52.7	LO<E>: 20/56/0.0	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	65	39706.809	0	2025-03-11 17:56:07	LA<N>: 17/10/52.6	LO<E>: 20/55/59.9	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	66	38435.820	0	2025-03-11 17:56:33	LA<N>: 17/10/52.5	LO<E>: 20/55/59.5	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	67	37845.898	0	2025-03-11 17:56:56	LA<N>: 17/10/52.5	LO<E>: 20/55/59.1	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	68	38790.656	0	2025-03-11 17:57:20	LA<N>: 17/10/52.4	LO<E>: 20/55/58.8	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	69	39131.918	0	2025-03-11 17:57:42	LA<N>: 17/10/52.3	LO<E>: 20/55/58.4	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	70	37482.027	0	2025-03-11 17:58:08	LA<N>: 17/10/52.3	LO<E>: 20/55/58.0	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	71	38073.727	0	2025-03-11 17:59:09	LA<N>: 17/10/52.5	LO<E>: 20/55/57.6	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	72	38791.137	0	2025-03-11 17:59:38	LA<N>: 17/10/52.5	LO<E>: 20/55/57.3	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	73	37730.875	0	2025-03-11 18:00:14	LA<N>: 17/10/52.5	LO<E>: 20/55/57.0	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	74	39267.426	0	2025-03-11 18:00:36	LA<N>: 17/10/52.5	LO<E>: 20/55/56.6	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	75	38186.098	0	2025-03-11 18:01:02	LA<N>: 17/10/52.4	LO<E>: 20/55/56.3	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	76	38659.680	0	2025-03-11 18:01:27	LA<N>: 17/10/52.6	LO<E>: 20/55/56.0	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	77	37610.770	0	2025-03-11 18:01:55	LA<N>: 17/10/52.7	LO<E>: 20/55/55.9	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	78	37721.605	0	2025-03-11 18:02:34	LA<N>: 17/10/52.7	LO<E>: 20/55/55.5	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	79	39854.434	0	2025-03-11 18:03:01	LA<N>: 17/10/52.5	LO<E>: 20/55/55.1	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	80	37506.961	0	2025-03-11 18:03:26	LA<N>: 17/10/52.6	LO<E>: 20/55/54.6	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	81	39731.789	0	2025-03-11 18:04:06	LA<N>: 17/10/52.5	LO<E>: 20/55/54.5	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	82	37961.516	0	2025-03-11 18:04:30	LA<N>: 17/10/52.5	LO<E>: 20/55/54.1	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	83	38917.102	0	2025-03-11 18:05:00	LA<N>: 17/10/52.4	LO<E>: 20/55/53.6	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	84	38198.941	0	2025-03-11 18:05:24	LA<N>: 17/10/52.5	LO<E>: 20/55/53.2	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	85	39024.168	0	2025-03-11 18:05:47	LA<N>: 17/10/52.5	LO<E>: 20/55/52.9	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	86	39846.805	0	2025-03-11 18:06:12	LA<N>: 17/10/52.6	LO<E>: 20/55/52.5	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	87	38070.434	0	2025-03-11 18:06:33	LA<N>: 17/10/52.8	LO<E>: 20/55/52.4	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	88	38188.238	0	2025-03-11 18:06:57	LA<N>: 17/10/52.8	LO<E>: 20/55/51.7	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	89	37844.176	0	2025-03-11 18:07:22	LA<N>: 17/10/52.6	LO<E>: 20/55/51.3	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	90	38083.805	0	2025-03-11 18:07:43	LA<N>: 17/10/52.5	LO<E>: 20/55/50.8	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0009	91	37370.473	0	2025-03-11 18:10:21	LA<N>: 17/10/53.3	LO<E>: 20/55/50.7	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	92	38768.168	0	2025-03-11 18:10:48	LA<N>: 17/10/53.2	LO<E>: 20/55/51.1	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	93	39492.914	0	2025-03-11 18:11:14	LA<N>: 17/10/53.1	LO<E>: 20/55/51.6	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	94	41611.273	0	2025-03-11 18:11:37	LA<N>: 17/10/53.0	LO<E>: 20/55/52.0	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	95	38668.383	0	2025-03-11 18:11:57	LA<N>: 17/10/53.0	LO<E>: 20/55/52.2	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	96	39246.250	0	2025-03-11 18:12:24	LA<N>: 17/10/53.0	LO<E>: 20/55/52.6	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	97	40659.246	0	2025-03-11 18:13:02	LA<N>: 17/10/53.0	LO<E>: 20/55/53.0	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	98	37960.488	0	2025-03-11 18:13:23	LA<N>: 17/10/53.1	LO<E>: 20/55/53.3	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	99	38072.301	0	2025-03-11 18:13:48	LA<N>: 17/10/53.1	LO<E>: 20/55/53.6	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0009	100	39114.363	0	2025-03-11 18:14:15	LA<N>: 17/10/53.2	LO<E>: 20/55/53.9	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	1	39006.285	0	2025-03-11 18:15:24	LA<N>: 17/10/53.2	LO<E>: 20/55/54.3	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	2	40086.004	0	2025-03-11 18:15:52	LA<N>: 17/10/53.1	LO<E>: 20/55/54.7	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	3	39968.930	0	2025-03-11 18:16:20	LA<N>: 17/10/53.3	LO<E>: 20/55/55.1	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	4	38999.906	0	2025-03-11 18:16:48	LA<N>: 17/10/53.3	LO<E>: 20/55/55.3	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	5	39144.238	0	2025-03-11 18:17:16	LA<N>: 17/10/53.2	LO<E>: 20/55/55.8	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	6	39728.629	0	2025-03-11 18:17:39	LA<N>: 17/10/53.2	LO<E>: 20/55/56.2	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	7	40429.234	0	2025-03-11 18:18:05	LA<N>: 17/10/53.2	LO<E>: 20/55/56.5	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	8	38660.898	0	2025-03-11 18:18:42	LA<N>: 17/10/53.3	LO<E>: 20/55/56.7	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	9	40311.426	0	2025-03-11 18:19:07	LA<N>: 17/10/53.3	LO<E>: 20/55/57.1	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	10	38080.680	0	2025-03-11 18:19:31	LA<N>: 17/10/53.0	LO<E>: 20/55/57.4	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	11	38645.973	0	2025-03-11 18:19:58	LA<N>: 17/10/53.0	LO<E>: 20/55/57.6	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	12	39249.746	0	2025-03-11 18:20:20	LA<N>: 17/10/53.1	LO<E>: 20/55/58.2	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	13	37962.406	0	2025-03-11 18:20:42	LA<N>: 17/10/53.0	LO<E>: 20/55/58.6	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	14	38669.547	0	2025-03-11 18:21:03	LA<N>: 17/10/53.0	LO<E>: 20/55/59.0	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	15	37824.434	0	2025-03-11 18:21:31	LA<N>: 17/10/53.0	LO<E>: 20/55/59.3	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	16	38190.281	0	2025-03-11 18:22:00	LA<N>: 17/10/53.0	LO<E>: 20/55/59.7	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	17	38901.406	0	2025-03-11 18:22:26	LA<N>: 17/10/53.2	LO<E>: 20/56/0.2	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	18	38305.586	0	2025-03-11 18:22:47	LA<N>: 17/10/53.2	LO<E>: 20/56/0.3	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	19	38884.574	0	2025-03-11 18:23:09	LA<N>: 17/10/53.1	LO<E>: 20/56/0.6	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	20	38429.816	0	2025-03-11 18:23:55	LA<N>: 17/10/53.1	LO<E>: 20/56/1.0	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	21	40297.012	0	2025-03-11 18:24:22	LA<N>: 17/10/53.0	LO<E>: 20/56/1.5	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	22	40297.012	0	2025-03-11 18:24:40	LA<N>: 17/10/53.1	LO<E>: 20/56/1.9	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	23	37953.461	0	2025-03-11 18:24:51	LA<N>: 17/10/53.1	LO<E>: 20/56/1.9	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	24	38548.980	0	2025-03-11 18:25:13	LA<N>: 17/10/53.0	LO<E>: 20/56/2.3	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	25	37827.047	0	2025-03-11 18:25:51	LA<N>: 17/10/52.9	LO<E>: 20/56/2.8	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	26	37459.332	0	2025-03-11 22:24:13	LA<N>: 17/10/53.9	LO<E>: 20/56/2.9	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	27	37465.094	0	2025-03-11 22:24:46	LA<N>: 17/10/54.0	LO<E>: 20/56/2.4	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	28	37593.297	0	2025-03-11 22:25:09	LA<N>: 17/10/53.9	LO<E>: 20/56/2.2	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	29	37351.895	0	2025-03-11 22:25:33	LA<N>: 17/10/54.0	LO<E>: 20/56/1.9	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	30	37585.555	0	2025-03-11 22:25:56	LA<N>: 17/10/53.9	LO<E>: 20/56/1.7	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	31	38176.113	0	2025-03-11 22:26:19	LA<N>: 17/10/53.8	LO<E>: 20/56/1.3	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	32	37938.656	0	2025-03-11 22:26:43	LA<N>: 17/10/53.9	LO<E>: 20/56/1.0	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	33	38890.801	0	2025-03-11 22:27:26	LA<N>: 17/10/54.0	LO<E>: 20/56/0.5	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	34	38414.961	0	2025-03-11 22:27:48	LA<N>: 17/10/54.1	LO<E>: 20/56/0.3	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	35	38874.152	0	2025-03-11 22:28:13	LA<N>: 17/10/54.0	LO<E>: 20/56/0.0	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	36	37702.480	0	2025-03-11 22:28:42	LA<N>: 17/10/53.9	LO<E>: 20/55/59.5	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	37	38403.895	0	2025-03-11 22:29:08	LA<N>: 17/10/53.9	LO<E>: 20/55/59.3	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	38	39362.965	0	2025-03-11 22:29:32	LA<N>: 17/10/53.9	LO<E>: 20/55/59.0	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	39	38051.660	0	2025-03-11 22:29:56	LA<N>: 17/10/53.9	LO<E>: 20/55/58.6	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	40	39342.063	0	2025-03-11 22:30:22	LA<N>: 17/10/53.9	LO<E>: 20/55/58.3	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	41	38530.434	0	2025-03-11 22:30:43	LA<N>: 17/10/53.8	LO<E>: 20/55/57.9	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	42	40044.938	0	2025-03-11 22:31:16	LA<N>: 17/10/53.9	LO<E>: 20/55/57.6	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	43	38581.293	0	2025-03-11 22:31:41	LA<N>: 17/10/53.9	LO<E>: 20/55/57.2	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	44	38299.477	0	2025-03-11 22:32:10	LA<N>: 17/10/54.0	LO<E>: 20/55/56.9	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	45	38405.336	0	2025-03-11 22:32:31	LA<N>: 17/10/53.9	LO<E>: 20/55/56.5	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	46	39021.238	0	2025-03-11 22:32:52	LA<N>: 17/10/53.9	LO<E>: 20/55/56.3	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	47	39921.016	0	2025-03-11 22:33:18	LA<N>: 17/10/53.9	LO<E>: 20/55/56.0	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	48	40056.191	0	2025-03-11 22:33:39	LA<N>: 17/10/53.9	LO<E>: 20/55/55.6	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	49	41335.531	0	2025-03-11 22:34:02	LA<N>: 17/10/54.0	LO<E>: 20/55/55.3	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	50	38961.926	0	2025-03-11 22:34:25	LA<N>: 17/10/53.9	LO<E>: 20/55/55.0	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	51	38767.895	0	2025-03-11 22:34:46	LA<N>: 17/10/53.9	LO<E>: 20/55/54.7	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	52	39469.133	0	2025-03-11 22:35:16	LA<N>: 17/10/54.0	LO<E>: 20/55/54.3	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	53	39805.551	0	2025-03-11 22:35:40	LA<N>: 17/10/54.0	LO<E>: 20/55/53.9	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	54	39168.879	0	2025-03-11 22:36:07	LA<N>: 17/10/54.0	LO<E>: 20/55/53.6	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	55	38990.117	0	2025-03-11 22:36:38	LA<N>: 17/10/54.1	LO<E>: 20/55/53.6	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	56	40178.121	0	2025-03-11 22:37:22	LA<N>: 17/10/53.9	LO<E>: 20/55/52.5	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	57	38958.094	0	2025-03-11 22:37:47	LA<N>: 17/10/53.9	LO<E>: 20/55/52.2	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	58	38647.848	0	2025-03-11 22:38:14	LA<N>: 17/10/54.0	LO<E>: 20/55/51.9	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	59	38996.863	0	2025-03-11 22:38:38	LA<N>: 17/10/54.0	LO<E>: 20/55/51.5	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	60	39598.348	0	2025-03-11 22:39:02	LA<N>: 17/10/53.9	LO<E>: 20/55/51.2	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	61	38887.707	0	2025-03-11 22:39:28	LA<N>: 17/10/53.8	LO<E>: 20/55/50.7	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	62	40168.594	0	2025-03-11 22:39:50	LA<N>: 17/10/53.8	LO<E>: 20/55/50.5	0001	0004	0001	270	0010	0010	Lock	Manual	037100	010
0010	63	39942.320	0	2025-03-11 22:41:21	LA<N>: 17/10/54.5	LO<E>: 20/55/50.0	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
0010	64	38987.156	0	2025-03-11 22:41:51	LA<N>: 17/10/54.6	LO<E>: 20/55/50.5	0001	0004	0001	090	0010	0010	Lock	Manual	037100	010
